CAT,LSP,AA,AB,BB,ALL,AA (Common),AB (Common),BB (Common),ALL (Common),AA (Same Flavour),AB (Same Flavour),BB (Same Flavour),ALL (Same Flavour)
U D D,['B'],{'jjjjjj'},-,-,{'jjjjjj'},jjjjjj,-,-,jjjjjj,['jjjjjj'],-,-,['jjjjjj']
U D D,"['W^+', 'W^0']","{'tbjjjjjjjj', 'jjjjjjLLE', 'vvtbjjjjjj', 'jjjjjjjjLE', 'vvjjjjjjjj', 'ttbbjjjjjj', 'jjjjjjjjjj', 'tbjjjjjjLE', 'vvjjjjjjLE', 'vvvvjjjjjj'}","{'tbjjjjjjll', 'jjjjjjjjTT', 'tbjjjjjjTT', 'tbjjjjjjE', 'tttbjjjjjj', 'jjjjjjjjjj', 'vvjjjjjjll', 'vvjjjjjjE', 'ttjjjjjjLE', 'bbjjjjjjLE', 'jjjjjjLE', '33jjjjjjjj', 'vvjjjjjjLE', 'vvjjjjjjTT', 'vv33jjjjjj', 'jjjjjjjjLE', 'vvjjjjjjjj', 'jjjjjjjjll', 'jjjjjjjjE', 'jjjjjjLLLE', 'vvvvjjjjjj', 'tbbbjjjjjj'}","{'bbbbjjjjjj', 'jjjjjjjjTT', 'vvbbjjjjjj', 'ttbbjjjjjj', 'jjjjjjllE', 'vvttjjjjjj', 'ttttjjjjjj', 'bbjjjjjjjj', 'jjjjjjllll', 'jjjjjjTTll', 'jjjjjjjjjj', 'jjjjjjE', 'bbjjjjjjll', 'vvjjjjjjll', 'ttjjjjjjE', 'jjjjjjTTE', 'vvjjjjjjE', 'ttjjjjjjjj', 'jjjjjjTTTT', 'vvjjjjjjTT', 'bbjjjjjjTT', 'vvjjjjjjjj', 'jjjjjjjjll', 'jjjjjjjjE', 'ttjjjjjjTT', 'ttjjjjjjll', 'vvvvjjjjjj', 'bbjjjjjjE'}","{'jjjjjjjjTT', 'jjjjjjLLLE', '33jjjjjjll', '3333jjjjjj', 'jjjjjjllll', 'jjjjjjTTll', 'jjjjjjjjjj', 'jjjjjjE', '33jjjjjjTT', '33jjjjjjE', 'vvjjjjjjll', 'vvjjjjjjE', '33jjjjjjLE', 'jjjjjjLLE', 'jjjjjjLE', '33jjjjjjjj', 'jjjjjjTTTT', 'vvjjjjjjTT', 'vv33jjjjjj', 'jjjjjjjjLE', 'vvjjjjjjjj', 'jjjjjjjjll', 'jjjjjjjjE', 'vvjjjjjjLE', 'vvvvjjjjjj'}",jjjjjj,jjjjjj,jjjjjj,jjjjjj,"['tbvvjjjjjj', 'jjvvjjjjjj', 'tbjjjjjjjj', 'ttbbjjjjjj', 'jjjjjjjjjj', 'vvjjjjjjLE', 'jjjjjjLLE', 'jjjjjjjjLE', 'tbjjjjjjLE', 'vvvvjjjjjj']","['tbjjjjjjE', 'jjjjjjjjE', '(JJ)vvjjjjjj', 'tblljjjjjj', 'jjTTjjjjjj', 'tbTTjjjjjj', 'jjlljjjjjj', 'tttbjjjjjj', 'jjjjjjjjjj', '33jjjjjjjj', 'tbbbjjjjjj', 'jjjjjjLE', 'vvjjjjjjLE', '(JJ)jjjjjjLE', '(LL)vvjjjjjj', 'vvvvjjjjjj', 'vvjjjjjjE', 'jjjjjjLLLE']","['jjjjjjE', '(JJ)jjjjjjE', '(JJ)vvjjjjjj', 'jjTTjjjjjj', 'bblljjjjjj', 'bbTTjjjjjj', 'jjlljjjjjj', 'ttTTjjjjjj', 'ttlljjjjjj', 'bbbbjjjjjj', 'ttbbjjjjjj', 'ttttjjjjjj', 'bbjjjjjjjj', 'jjjjjjjjjj', 'ttjjjjjjjj', '(LL)jjjjjjE', '(LL)vvjjjjjj', 'vvvvjjjjjj', 'lllljjjjjj', 'TTlljjjjjj', 'TTTTjjjjjj', 'vvjjjjjjE']","['jjjjjjE', '(JJ)jjjjjjE', 'jjTTjjjjjj', '33lljjjjjj', '33TTjjjjjj', 'jjlljjjjjj', '3333jjjjjj', 'jjjjjjjjjj', '33jjjjjjjj', 'vvjjjjjjLE', '(JJ)jjjjjjLE', 'jjjjjjLLE', 'jjjjjjLLLE', 'lllljjjjjj', 'TTlljjjjjj', 'TTTTjjjjjj', 'vvvvjjjjjj', '(LL)vvjjjjjj', '(JJ)vvjjjjjj', 'vvjjjjjjE', 'jjjjjjLE']"
U D D,['G'],{'jjjjjj'},-,-,{'jjjjjj'},jjjjjj,-,-,jjjjjj,['jjjjjj'],-,-,['jjjjjj']
U D D,"['H^+', 'H^0']",{'vvjjjjjj'},{'vvjjjjjj'},{'vvjjjjjj'},{'vvjjjjjj'},jjjjjjvv,jjjjjjvv,jjjjjjvv,jjjjjjvv,['vvjjjjjj'],['vvjjjjjj'],['vvjjjjjj'],['vvjjjjjj']
U D D,['q'],{'jjjjjjjj'},-,-,{'jjjjjjjj'},jjjjjjjj,-,-,jjjjjjjj,['jjjjjjjj'],-,-,['jjjjjjjj']
U D D,['d'],"{'jjjjjjjj', 'jjjj', 'jjjjjj'}",-,-,"{'jjjjjjjj', 'jjjj', 'jjjjjj'}",jjjj,-,-,jjjj,"['jjjj', 'jjjjjjjj', 'jjjjjj']",-,-,"['jjjj', 'jjjjjjjj', 'jjjjjj']"
U D D,['u'],"{'jjjjjjjj', 'jjjj', 'jjjjjj'}",-,-,"{'jjjjjjjj', 'jjjj', 'jjjjjj'}",jjjj,-,-,jjjj,"['jjjj', 'jjjjjjjj', 'jjjjjj']",-,-,"['jjjj', 'jjjjjjjj', 'jjjjjj']"
U D D,"['l', 'nu']",{'jjjjjjll'},{'jjjjjjlE'},{'jjjjjjE'},"{'jjjjjjlE', 'jjjjjjE', 'jjjjjjll'}",jjjjjjll,jjjjjjEl,jjjjjjE,jjjjjj,['jjjjjjll'],['jjjjjjlE'],['jjjjjjE'],"['jjjjjjE', 'jjjjjjll', 'jjjjjjlE']"
U D D,['e'],{'jjjjjjll'},-,-,{'jjjjjjll'},jjjjjjll,-,-,jjjjjjll,['jjjjjjll'],-,-,['jjjjjjll']
U D D,"['b_L', 't_L']",{'bbjjjjjj'},{'tbjjjjjj'},{'ttjjjjjj'},{'33jjjjjj'},jjjjjjbb,bjjjjjjt,jjjjjjtt,jjjjjj,['bbjjjjjj'],['tbjjjjjj'],['ttjjjjjj'],['33jjjjjj']
U D D,['t'],{'ttjjjjjj'},-,-,{'ttjjjjjj'},jjjjjjtt,-,-,jjjjjjtt,['ttjjjjjj'],-,-,['ttjjjjjj']
U D D,['b'],{'bbjjjjjj'},-,-,{'bbjjjjjj'},jjjjjjbb,-,-,jjjjjjbb,['bbjjjjjj'],-,-,['bbjjjjjj']
U D D,"['tau_L', 'nu_tau']",{'jjjjjjTT'},{'jjjjjjTE'},{'jjjjjjE'},"{'jjjjjjTE', 'jjjjjjE', 'jjjjjjTT'}",jjjjjjTT,jjjjjjET,jjjjjjE,jjjjjj,['jjjjjjTT'],['jjjjjjTE'],['jjjjjjE'],"['jjjjjjE', 'jjjjjjTT', 'jjjjjjTE']"
U D D,['tau'],{'jjjjjjTT'},-,-,{'jjjjjjTT'},jjjjjjTT,-,-,jjjjjjTT,['jjjjjjTT'],-,-,['jjjjjjTT']
U D_3 D,['B'],{'bbjjjj'},-,-,{'bbjjjj'},jjjjbb,-,-,jjjjbb,['bbjjjj'],-,-,['bbjjjj']
U D_3 D,"['W^+', 'W^0']","{'vvtbbbjjjj', 'vvv3bjjjj', 'bbjjjjjjjj', 'bbjjjjjjLE', 'vvvvbbjjjj', 'bbjjjjLLE', 'vvbbjjjjLE', 'vvbbjjjjjj', 'v3tbbjjjj', 'vv33jjjj', 'tbbbjjjjLE', 'v3bjjjjjj', 'v3bjjjjLE', 'tbbbjjjjjj', 'ttbbbbjjjj'}","{'v3bjjjjTT', 'tbbbjjjjll', 'ttbbjjjjLE', 'tbbbjjjjTT', 'vvbbjjjjLE', 'vvbbjjjjjj', 'v3bjjjjjj', 'bbjjjjLE', 'vvbbjjjjll', 'bbjjjjjjjj', 'vv33bbjjjj', 'vv33jjjj', 'bbjjjjjjll', '33bbjjjjjj', 'v3bjjjjE', 'vvv3bjjjj', 'tttbbbjjjj', 'bbjjjjjjLE', 'vvvvbbjjjj', 'tbbbjjjjE', 'v333bjjjj', 'bbjjjjLLLE', 'v3bjjjjLE', 'vvbbjjjjTT', 'bbjjjjjjTT', 'bbbbjjjjLE', 'vvbbjjjjE', 'tbbbbbjjjj', 'v3bjjjjll', 'bbjjjjjjE'}","{'v3bjjjjTT', 'bbbbjjjjjj', 'bbjjjjTTTT', 'bbbbjjjjTT', 'vvbbjjjjjj', 'ttbbjjjjjj', 'bbjjjjTTll', 'v3bjjjjjj', 'ttttbbjjjj', 'ttbbjjjjll', 'vvbbjjjjll', 'bbjjjjjjjj', 'bbbbjjjjll', 'vv33jjjj', 'ttbbbbjjjj', 'bbjjjjjjll', 'v3bjjjjE', 'vvv3bjjjj', 'bbjjjjTTE', 'vvvvbbjjjj', 'bbjjjjE', 'bbbbjjjjE', 'ttbbjjjjE', 'v333bjjjj', 'bbbbbbjjjj', 'vvbbbbjjjj', 'vvbbjjjjTT', 'bbjjjjjjTT', 'bbjjjjllE', 'ttbbjjjjTT', 'vvttbbjjjj', 'bbjjjjllll', 'vvbbjjjjE', 'v3bjjjjll', 'bbjjjjjjE'}","{'v3bjjjjTT', 'bbjjjjTTTT', 'vvbbjjjjLE', 'bbjjjjTTll', 'vvbbjjjjjj', 'v3bjjjjjj', 'bbjjjjLE', 'vvbbjjjjll', 'bbjjjjjjjj', 'bbjjjjLLE', 'vv33jjjj', '33bbjjjjll', 'vv33bbjjjj', '33bbjjjjE', '33bbjjjjTT', 'bbjjjjjjll', '33bbjjjjjj', 'v3bjjjjE', 'vvv3bjjjj', 'bbjjjjjjLE', '3333bbjjjj', 'vvvvbbjjjj', 'bbjjjjE', 'v333bjjjj', 'bbjjjjLLLE', 'vvbbjjjjTT', 'bbjjjjjjTT', '33bbjjjjLE', 'bbjjjjllll', 'vvbbjjjjE', 'v3bjjjjll', 'v3bjjjjLE', 'bbjjjjjjE'}",jjjj,jjjj,jjjj,jjjj,"['tbv3bjjjj', 'jjv3bjjjj', 'jjjjbbjjjj', 'tbjjbbjjjj', 'ttbbbbjjjj', 'vv33jjjj', 'vvbbjjjjLE', 'vvv3bjjjj', 'jjbbjjjjLE', 'tbbbjjjjLE', 'bbjjjjLLE', 'vvvvbbjjjj', 'tbvvbbjjjj', 'jjvvbbjjjj', 'v3bjjjjLE']","['tbbbjjjjE', 'jjbbjjjjE', '(JJ)v3bjjjj', '(JJ)vvbbjjjj', 'tbllbbjjjj', 'tbTTbbjjjj', 'jjllbbjjjj', 'jjTTbbjjjj', 'jjjjbbjjjj', '33jjbbjjjj', 'tttbbbjjjj', 'tbbbbbjjjj', 'vv33jjjj', 'vvbbjjjjLE', 'vvv3bjjjj', '(LL)v3bjjjj', '(JJ)bbjjjjLE', 'bbjjjjLE', 'v3bjjjjE', '(LL)vvbbjjjj', 'vvvvbbjjjj', 'vvbbjjjjE', 'v3bjjjjLE', 'bbjjjjLLLE']","['bbjjjjE', '(JJ)bbjjjjE', '(JJ)v3bjjjj', '(JJ)vvbbjjjj', 'bbTTbbjjjj', 'ttllbbjjjj', 'bbllbbjjjj', 'jjllbbjjjj', 'jjTTbbjjjj', 'ttTTbbjjjj', 'bbjjbbjjjj', 'ttjjbbjjjj', 'ttttbbjjjj', 'jjjjbbjjjj', 'ttbbbbjjjj', 'bbbbbbjjjj', 'vv33jjjj', 'vvv3bjjjj', '(LL)bbjjjjE', '(LL)v3bjjjj', 'v3bjjjjE', '(LL)vvbbjjjj', 'vvvvbbjjjj', 'TTTTbbjjjj', 'TTllbbjjjj', 'llllbbjjjj', 'vvbbjjjjE']","['bbjjjjE', 'TTTTbbjjjj', 'TTllbbjjjj', 'llllbbjjjj', '(JJ)v3bjjjj', 'jjjjbbjjjj', '33jjbbjjjj', '3333bbjjjj', 'vvvvbbjjjj', 'v3bjjjjLE', '33llbbjjjj', '33TTbbjjjj', 'jjllbbjjjj', 'jjTTbbjjjj', '(LL)v3bjjjj', 'bbjjjjLLE', '(JJ)bbjjjjLE', '(LL)vvbbjjjj', 'bbjjjjLLLE', '(JJ)bbjjjjE', 'vv33jjjj', 'vvbbjjjjLE', 'vvv3bjjjj', 'v3bjjjjE', '(JJ)vvbbjjjj', 'vvbbjjjjE', 'bbjjjjLE']"
U D_3 D,['G'],{'bbjjjj'},-,-,{'bbjjjj'},jjjjbb,-,-,jjjjbb,['bbjjjj'],-,-,['bbjjjj']
U D_3 D,"['H^+', 'H^0']","{'vtbjjjj', 'vvbbjjjj', 'ttjjjj'}","{'tbjjjj', 'v3bjjjj', 'vvbbjjjj'}","{'vbbjjjj', 'bbjjjj', 'vvbbjjjj'}","{'vvbbjjjj', 'v3bjjjj', '33jjjj'}",jjjj,bjjjj,jjjjbb,jjjj,"['vtbjjjj', 'vvbbjjjj', 'ttjjjj']","['v3bjjjj', 'tbjjjj', 'vvbbjjjj']","['vbbjjjj', 'bbjjjj', 'vvbbjjjj']","['v3bjjjj', 'vvbbjjjj', '33jjjj']"
U D_3 D,['q'],{'bbjjjjjj'},-,-,{'bbjjjjjj'},jjjjjjbb,-,-,jjjjjjbb,['bbjjjjjj'],-,-,['bbjjjjjj']
U D_3 D,['d'],"{'bbjj', 'bbjjjj', 'bbjjjjjj'}",-,-,"{'bbjj', 'bbjjjj', 'bbjjjjjj'}",jjbb,-,-,jjbb,"['bbjj', 'bbjjjjjj', 'bbjjjj']",-,-,"['bbjj', 'bbjjjjjj', 'bbjjjj']"
U D_3 D,['u'],"{'bbjj', 'bbjjjj', 'bbjjjjjj'}",-,-,"{'bbjj', 'bbjjjj', 'bbjjjjjj'}",jjbb,-,-,jjbb,"['bbjj', 'bbjjjjjj', 'bbjjjj']",-,-,"['bbjj', 'bbjjjjjj', 'bbjjjj']"
U D_3 D,"['l', 'nu']",{'bbjjjjll'},{'bbjjjjlE'},{'bbjjjjE'},"{'bbjjjjE', 'bbjjjjll', 'bbjjjjlE'}",lljjjjbb,ljjjjEbb,jjjjEbb,jjjjbb,['bbjjjjll'],['bbjjjjlE'],['bbjjjjE'],"['bbjjjjE', 'bbjjjjll', 'bbjjjjlE']"
U D_3 D,['e'],{'bbjjjjll'},-,-,{'bbjjjjll'},lljjjjbb,-,-,lljjjjbb,['bbjjjjll'],-,-,['bbjjjjll']
U D_3 D,"['b_L', 't_L']","{'ttbbjjjj', 'bbbbjjjj', 'ttttjjjj'}","{'tbbbjjjj', 'tttbjjjj'}",{'ttbbjjjj'},{'3333jjjj'},jjjj,bjjjjt,bbjjjjtt,jjjj,"['ttbbjjjj', 'bbbbjjjj', 'ttttjjjj']","['bbtbjjjj', 'tttbjjjj']",['ttbbjjjj'],['3333jjjj']
U D_3 D,['t'],{'ttbbjjjj'},-,-,{'ttbbjjjj'},bbjjjjtt,-,-,bbjjjjtt,['ttbbjjjj'],-,-,['ttbbjjjj']
